Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
187,19-0522-EX1,Transfer from Student Support and Engagement to Robert Lindblom Math & Science Academy HS,Lindblom K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
188,19-0522-EX1,Transfer from Student Support and Engagement to Turner-Drew Elementary Language Academy,Turner Drew K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,29041 Turner-Drew Elementary Language Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
189,19-0522-EX1,Transfer from Student Support and Engagement to Edward White Elementary Career Academy,White K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,26431 Edward White Elementary Career Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
190,19-0522-EX1,Transfer from Student Support and Engagement to George Rogers Clark Elementary School,Clark ES K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22191 George Rogers Clark Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249","42
"
191,19-0522-EX1,"Transfer from Magnet, Gifted and IB Programs to Science, Technology, Engineering, and Math (STEM) programs",Transfer of funds to offset negative budget lines.,"10845 Magnet, Gifted and IB Programs",324,51300,290001 500309,,"10871 Science, Technology, Engineering, and Math (STEM)
programs","324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"500309 Magnet Schools Assistance Program (Cpsmsap)
Fy18-19","$2,300","Miscellaneous Federal, State & Local Grants
Regular Position Pointer
General Salary S Bkt
Magnet Schools Assistance Program (Cpsmsap)
Fy18-19"
192,19-0522-EX1,Transfer from Capital/Operations - City Wide to Barbara Vick Early Childhood & Family Center,Funds Transfer From Award# 2017-485-00-13 To Project# 2019-26731-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,26731 Barbara Vick Early Childhood & Family Center,485 CIT PayGo Fund,56310 Capitalized Construction,009522 Cip Management,000000 Default Value,"$2,350",
193,19-0522-EX1,Transfer from Lake View High School to Information & Technology Services,"RITM0197534 budget transfer request for SNOW REQ0160743 and AMP SCTASK0167564. New line and phone in swimming pool
area.",46211 Lake View High School,115 General Education Fund,57940 Miscellaneous Charges,119035 Other Instruction Purposes - Miscellaneous,000576 Supplemental Aid,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000576 Supplemental Aid,"$2,363",
194,19-0522-EX1,Transfer from Capital/Operations - City Wide to Eugene Field Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2017-23211-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,23211 Eugene Field Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,"$2,366","43
"
195,19-0522-EX1,Transfer from Eugene Field Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-23211-ACD To Award# 2017-486-00-11 ; Change Reason : NA,23211 Eugene Field Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$2,366",
196,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Yeshivas Tiferes TZVI,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69442 Yeshivas Tiferes TZVI,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370013 Federal - Idea Nonpublic (Jewish),462072 Lea Flowthru Instruction - Nonpublic,"$2,390",
197,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Chicago SDA Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69450 Chicago SDA Academy,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430221 Nonpublic Inst. & Supp. Serv. - Christian,"$2,393",
198,19-0522-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Transfer need to cover costs for printing services.,14050 Office of Student Health & Wellness,362 Early Childhood Development,53405 Commodities - Supplies,221234 Professional Develop/Curriculum Develp,376669 State Preschool For All Age 3-5 Fy19,14050 Office of Student Health & Wellness,362 Early Childhood Development,54520 Services - Printing,221234 Professional Develop/Curriculum Develp,376669 State Preschool For All Age 3-5 Fy19,"$2,396",
199,19-0522-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Zeroing out budget line to consolidate funds to push out to schools for YRBS Program.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$2,399",
200,19-0522-EX1,Transfer from Capital/Operations - City Wide to Edward A Bouchet Math & Science Academy ES,Funds Transfer From Award# 2019-437-00-01 To Project# 2019-22371-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,22371 Edward A Bouchet Math & Science Academy ES,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,400",
201,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,400","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
202,19-0522-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-46511-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$2,430",
203,19-0522-EX1,Transfer from Capital/Operations - City Wide to Ellen Mitchell Elementary School,Funds Transfer From Award# 2019-437-00-01 To Project# 2019-24511-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,24511 Ellen Mitchell Elementary School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253513 Playlots,000000 Default Value,"$2,477","45
"
204,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,500",
205,19-0522-EX1,"Transfer from Sports Administration and Facilities Management - City Wide to Sports Administration and Facilities Management - City
Wide",Spring Equipment expense (HS Sports),"13737 Sports Administration and Facilities Management - City
Wide",115 General Education Fund,55005 Property - Equipment,150005 High School Sports,000000 Default Value,"13737 Sports Administration and Facilities Management - City
Wide",115 General Education Fund,53405 Commodities - Supplies,150005 High School Sports,000000 Default Value,"$2,500",
206,19-0522-EX1,Transfer from Capital/Operations - City Wide to Morgan Park High School,Funds Transfer From Award# 2019-437-00-19 To Project# 2018-46251-LTG ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,46251 Morgan Park High School,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$2,500",
207,19-0522-EX1,Transfer from Social Science & Civic Engagement to Skinner North,Funds to support Service Learning Program,10813 Social Science & Civic Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000000 Default Value,22591 Skinner North,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000901 Other Gen Ed Funded Programs,"$2,500","46
"
208,19-0522-EX1,Transfer from Capital/Operations - City Wide to Neal F Simeon Career Academy High School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-53061-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,53061 Neal F Simeon Career Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,500",
209,19-0522-EX1,Transfer from Horace Mann Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24331-ACD To Award# 2017-486-00-11 ; Change Reason : NA,24331 Horace Mann Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$2,500",
210,19-0522-EX1,Transfer from Social and Emotional Learning - City Wide to Social and Emotional Learning - City Wide,Printing for OSEL,10898 Social and Emotional Learning - City Wide,115 General Education Fund,53405 Commodities - Supplies,211010 Tier I Services,000000 Default Value,10898 Social and Emotional Learning - City Wide,115 General Education Fund,54520 Services - Printing,211010 Tier I Services,000000 Default Value,"$2,500",
211,19-0522-EX1,Transfer from New School Development - City Wide to Network 16,Funds to support Equipment Rental - General purchases for Englewood STEM HS Signing Day,13615 New School Development - City Wide,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,02661 Network 16,115 General Education Fund,54510 Services - Equipment Rental,009546 School Transitions,005058 New And Expansion School Funding,"$2,522",
212,19-0522-EX1,Transfer from Capital/Operations - City Wide to Scott Joplin Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-22281-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22281 Scott Joplin Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,543","47
"
213,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,547",
